driverId,lap,stop,time,duration,Season,Round
zhou,1,1,14:05:45,21.256,2023,20
sargeant,1,1,14:05:46,27.472,2023,20
ricciardo,1,1,14:05:47,26:16.725,2023,20
hulkenberg,1,1,14:05:49,34.261,2023,20
max_verstappen,2,2,14:07:42,23:22.632,2023,20
norris,2,2,14:07:44,23:24.611,2023,20
hamilton,2,2,14:07:46,23:26.375,2023,20
alonso,2,2,14:07:47,23:28.154,2023,20
stroll,2,2,14:07:50,23:29.984,2023,20
russell,2,2,14:07:53,23:30.984,2023,20
perez,2,2,14:07:55,23:31.712,2023,20
sainz,2,2,14:07:57,23:33.704,2023,20
ocon,2,2,14:07:59,23:34.725,2023,20
tsunoda,2,2,14:08:02,23:35.420,2023,20
gasly,2,2,14:08:04,23:36.706,2023,20
bottas,2,2,14:08:05,23:38.156,2023,20
zhou,2,2,14:08:09,23:39.945,2023,20
perez,1,1,22:06:05,33.599,2023,21
alonso,1,1,22:06:26,29.304,2023,21
bottas,1,1,22:06:30,43.914,2023,21
stroll,3,1,22:10:06,22.222,2023,21
sainz,3,1,22:10:19,21.261,2023,21
tsunoda,10,1,22:25:26,20.619,2023,21
hulkenberg,12,1,22:28:45,22.154,2023,21
kevin_magnussen,14,1,22:32:02,21.611,2023,21
russell,15,1,22:33:29,21.257,2023,21
sargeant,15,1,22:33:40,21.367,2023,21
max_verstappen,16,1,22:35:04,26.686,2023,21
albon,16,1,22:35:17,21.242,2023,21
piastri,16,1,22:35:19,23.269,2023,21
gasly,17,1,22:36:53,22.262,2023,21
hamilton,17,1,22:37:11,25.047,2023,21
ricciardo,17,1,22:37:13,22.242,2023,21
ocon,20,1,22:41:58,21.763,2023,21
leclerc,21,1,22:43:18,22.559,2023,21
tsunoda,21,2,22:44:16,20.894,2023,21
bottas,24,2,22:49:10,21.575,2023,21
perez,26,2,22:51:52,21.568,2023,21
stroll,26,2,22:52:07,22.570,2023,21
max_verstappen,26,2,22:52:08,21.323,2023,21
russell,26,2,22:52:11,21.952,2023,21
sainz,26,2,22:52:13,22.630,2023,21
alonso,26,2,22:52:17,23.214,2023,21
zhou,26,1,22:52:26,22.155,2023,21
kevin_magnussen,26,2,22:52:38,21.868,2023,21
hulkenberg,26,2,22:52:42,25.453,2023,21
hamilton,26,2,22:52:49,22.508,2023,21
kevin_magnussen,5,1,17:11:16,22.764,2023,22
ricciardo,7,1,17:14:15,21.692,2023,22
alonso,12,1,17:21:44,22.462,2023,22
piastri,13,1,17:23:13,21.697,2023,22
hulkenberg,13,1,17:23:25,21.861,2023,22
zhou,13,1,17:23:27,22.867,2023,22
norris,14,1,17:24:40,24.061,2023,22
russell,14,1,17:24:42,21.650,2023,22
hamilton,15,1,17:26:21,22.195,2023,22
ocon,15,1,17:26:22,22.160,2023,22
sargeant,15,1,17:26:35,22.124,2023,22
max_verstappen,16,1,17:27:36,21.662,2023,22
albon,16,1,17:28:04,22.170,2023,22
leclerc,17,1,17:29:09,21.919,2023,22
perez,17,1,17:29:21,21.446,2023,22
gasly,17,1,17:29:26,23.091,2023,22
tsunoda,22,1,17:36:54,21.486,2023,22
stroll,22,1,17:36:59,21.866,2023,22
kevin_magnussen,22,2,17:37:30,22.163,2023,22
sainz,23,1,17:38:36,21.229,2023,22
bottas,29,1,17:48:01,22.665,2023,22
ricciardo,31,2,17:50:51,21.740,2023,22
gasly,32,2,17:52:26,23.478,2023,22
norris,33,2,17:53:31,21.432,2023,22
hulkenberg,33,2,17:54:04,22.081,2023,22
russell,34,2,17:54:57,22.084,2023,22
leclerc,35,2,17:56:25,21.246,2023,22
hamilton,35,2,17:56:42,22.045,2023,22
piastri,36,2,17:58:08,21.156,2023,22
alonso,36,2,17:58:11,21.841,2023,22
